text,label
I vibe-coded a front end app and backend model for simulating games between arbitrarily formed cross-era rosters or all sorts of other targeted season/team/player combinations. Any and all feedback welcome.,event_report
meta world peace as the top scorer with 40. ben simmons zero threes. kudos to the model,reaction_or_meme
"I built a free NBA stats/history site focused on visualization rather than giant tables. Everything is displayed through interactive charts and dashboards, from season stats and advanced metrics to percentiles, career ratings, awards, championships, and team stints. The goal is to add context to the numbers.",event_report
"Best To Worst Clutch FG% In The 2025-26 NBA Playoffs (Min. 10 FGA): OG Anunoby 54.5%, Victor Wembanyama 52.2%, Cade Cunningham 50.0%, Dylan Harper 50.0%, Shai Gilgeous-Alexander 50.0%, Evan Mobley 45.5%, Jalen Brunson 42.4%, LeBron James 35.7%, James Harden 35.3%, Devin Vassell 30.8%, Donovan Mitchell 21.7%, De'Aaron Fox 20.0%, Tobias Harris 20.0%.",analysis
I mean throwing the ball at Castle's back or bricking free throws isn't going to show up here.,hot_take
"Bro missed 3 critical free throws, missed a game winner, and had a bad pass turnover to close out multiple finals games losses.",hot_take
"Nothing exposes nerves of steel faster than the last few minutes of a playoff game. Some players want the shot, others want the clock to disappear.",hot_take
"Doesnt mean much without factoring in shot hardness. Looking at xFG% in the playoffs gives a better idea of who the best shooters were. Not sure how to filter by clutch, but it's mostly noise and low sample sizes anyway. A FG in the clutch when 3-0 up in R1 is a lot less clutch than a FG at the beginning of game 7 of the finals.",analysis
"Brunson is 7th and yet there's no one I'd rather have the ball in clutch time than him. Love OG, but his opportunities are based mainly off the advantage Brunson creates.",analysis
43% when an entire defense is designed to stop you because they all know you're shooting it is pretty freaking good lol,analysis
Fox in the same tier as Tobias Harris. Veteran players who scammed their teams into giving them more money than they deserve,hot_take
if you could be any nba player ever who would you be? i would probably choose to be rudy gay just because i be loving my homies. what about you? who would you pick,reaction_or_meme
Ben Simmons. Get generational wealth and become a pro fisherman. Sounds like two skills I want.,reaction_or_meme
"At first I was like this dude sucks. But then I thought about it and went, this dude has it figured out lol",reaction_or_meme
"Lebron lol. Besides Steph in 2016, prime LeBron was absurd. Basically a 2k my player/create a player dream. I already miss him and he's still in the league but he's old. A 6'8 athletic specimen who does not have durability issues and has no weaknesses on offense or defense. 2018 was the most fun I had watching a playoff run for a single player in a long long time. Even though I already like watching Wemby and giannis was cool too, you can tell they are just too big and have durability issues. They also can't handle the ball close to the way prime LeBron could.",analysis
"Hmm. I'm surprised by the lack of Ben Simmons considering 99% of you would never pick up a ball in real life. So yeah, give me Ben Simmons living life in his 20s after a highway robbery.",hot_take
"Garrett Temple. Respectable 16-year career. Hasn't made crazy money but enough to be comfortable. He will have future job opportunities in the league if he wants them, and he can go to grocery stores and coffee shops without being recognized.",analysis
"DeAaron Fox, max contract and I only have to be the fourth best player on my team.",hot_take
Tobias Harris. Get paid like a star player and let other people take the heat for me being bad.,hot_take
Rasheed Wallace seems like a fun one. Pistons Sheed if we gotta specify.,reaction_or_meme
"Lmao tf is this post. Anyways, I'd probably go Jrue Holiday if I cared about my rep. If not, then Giannis.",reaction_or_meme
"I'd want to be de'aaron fox so that I could tell the spurs to bench me. then, I'd spend the majority of my time mentoring the young guards. at the trade deadline, I demand a trade to the rockets",reaction_or_meme
I'd have to say Shaq because I've always been curious what a motivated Shaq would do to the league,hot_take
Dennis Rodman - NBA hall of famer. Prime Carmen Electra. Tag teamed with Hulk Hogan. WWE hall of famer. Friends with NK supreme leader Kim Jong Un,reaction_or_meme
"I saw someone else say this and I think it makes sense. Kyle Lowry, I'm a legend in Toronto, but fairly low-key in the rest of the world",analysis
"How each NBA team assembled their current rosters Visualized. A few months ago I found out that the Timberwolves were able to acquire the draft rights to Jaden McDaniels in part because of the 2007 trade of Kevin Garnett to the Celtics. It made me wonder, could you visualize how an NBA team assembled their entire roster just by charting out draft picks, trades, and free agency signings? This question started a months long journey of compiling the information and then making family tree style visualizations for each team.",analysis
"The Thunder tree has the oldest draft pick still providing a team value. In 1977, the Supersonics drafted Jack Sikma, whose trade tree started in 1986 when he was traded to the Bucks. That trade started a tree that eventually resulted in the Thunder getting Jared McCain earlier this year.",analysis
The Celtics tree is crazy for the amount of trades. It's pretty well known that they received the pick for Jaylen Brown in the trade that sent KG and Paul Pierce to the Nets. But less known is that every player on their roster not signed in free agency or drafted with their own picks is on the Celtics partially as a result of that trade.,analysis
"The Suns have a lot of trades that really didn't go their way recently and the fact that the only player on their roster there after the Beal trade being Royce O'Neale is not a fun fact. However, the KD trade is very cool to see with 5 teams involved.",analysis
"Definitely not the most a team has gotten from trading Paul George but Haliburton, Siakam, Huff, Zubac, Kobe Brown, Nembahrd, Sheppard, and Furphy is still a pretty good return all things considered.",analysis
Thanks! I'm very glad I could get it out before the draft. Gotta thank Giannis for holding up all the trades long enough for me to get it presentable.,reaction_or_meme
My biggest takeaway is unfortunately Imgur sucks now. It was like 70% ads,reaction_or_meme
"Furthest Draft pick is Jack Sikma, the 1977 Supersonics 1st round pick, however, he wasn't traded until July 1, 1986. The Cavaliers have them beat by a few weeks with a June 17, 1986 trade of a future 2nd for a guy by the name of Mark Price. Pretty good value.",analysis
"I started with the current rosters and then used various resources like Basketball Reference, ProSportsTrades, RealGM, and random searches for some more obscure trades to check and double check how each player got to each team.",analysis
Peak offseason content and we're not even two weeks in. Won't be topped.,reaction_or_meme
"On the Mavs chart, in the Spurs/Celtics/Mavs deal, the 2027 Raptors 2nd becomes a 2025 2nd right after. Don't know if this is a mistake or just pick conditions conveying but thought I'd mention it in case it's an error.",analysis
Why didn't the Wizards get broken out by GM? Our new GM in June of 2023 was a huge turning point for the franchise.,analysis
"The Presti tree is wild when you map it out. The Sikma pick from 77 still generating value almost 50 years later is crazy. Would love to see the Heat tree too, Riley always found ways to create value through picks.",analysis
"As someone who has done graphic design for a living, this looks like it took a long time. Kudos to you.",reaction_or_meme
[ESPN] Gregg Popovich once called Steve Kerr to tell him he'd finally decided to retire. Steve congratulated him on a Hall of Fame career. A week later Pop signed an extension with San Antonio. Kerr said he realized Pop couldn't walk away because the job itself is so addictive.,event_report
I do think Pop would have walked away sooner if his wife hadn't passed away. After that he just stuck with it until he literally couldn't.,analysis
"Yeah his wife was everything he had outside of basketball. Now that she's gone, he's passing time doing what he loves",analysis
Pop takes one look at rookie Scoot and retires on the spot,reaction_or_meme
Gilbert Arenas said he didn't have a problem retiring until the next season started and everyone else was getting ready and he had nothing to do. He said that screwed with his head to the point that he would get in his car and drive into the city and then back for no reason each day. Wilt Chamberlain said he would do the same thing.,analysis
When you're used to a routine and playing games in front of thousands cheering for you I bet it's hard when you go from that to just zero competing. With that being said there's way worse things than being a millionaire with a lot of free time.,analysis
"Retirement boredom, even in non-athletes, is one of the common topics discussed in financial independence spaces. Books like Die with Zero are often suggested so people can live a meaningful and least regretful life.",analysis
"For anyone curious, Pop's last contract extension was July 2023, so it would have been around the time they drafted Wemby.",event_report
"I remember hearing that he wanted to retire around that time, but that the idea of coaching a 7'4 generational talent was too enticing of an opportunity to pass up.",hot_take
Pop hit Kerr with the NBA version of 'you up?' a week later,reaction_or_meme
"I think you don't get to the level of guys like Pop and Jordan by being reasonable about things. Without some sort of addiction or obsession with the game and winning, countless hours of film study or thousands of workouts would get incredibly tedious. Makes sense that guys like this just can't turn it off when it's time to hang it up.",analysis
"I do wonder what the NBA Finals would have looked like if Pop was on the bench. The Spurs are not in the Finals without Wemby, but I think Pop would have told Wemby to stop dancing on the perimeter and get to the paint.",hot_take
"While I do agree the Knicks would likely still win the series, it would have been 2-2 going back to San Antonio with Spurs having home court advantage again. You never know how it would have affected the following games.",analysis
"An article from over a month ago randomly getting aggregated. An incredibly written article by the way, one of the best I've ever read. Most people will not read it because of its length but if you have any attention span left it is fantastic and the experience of reading it cannot be aggregated.",analysis
"Kerr excelled in almost every aspect of basketball he's participated in: playing, coaching, front office, color commentator.",analysis
"I think this is why LeBron can't retire. When more than half of your life you've been in the NBA, it's hard to leave. It's all he knows.",analysis
"Honestly disrespectful using a hypothetical Popovich to shame Mitch Johnson for making the finals during his first season as head coach. Pop lost the 2013 finals by benching Tim Duncan on 2 consecutive defensive possessions and got bounced in the first round as the one seed in 2011 by refusing to play Splitter. Pop is the greatest coach in league history in my opinion, but he was far from perfect.",analysis
Always kind of cringe when you see people say he should retire and enjoy the fruits of his labor. He loves the labor. He did it until he physically couldn't anymore and would probably not have it any other way.,analysis
"The author followed Kerr around for a year to write this piece, most articles will not be written with that level of familiarity so they won't use that voice.",analysis
"The part where Kerr talks about wondering how he'll feel a year from now hits different when youve watched Pop build that whole Spurs culture from nothing. Five rings, the international pipeline, the development system - impossible to walk away from cleanly.",analysis
Pop calling Kerr to announce his retirement and then signing an extension a week later is the most human thing in this whole piece. Nobody wants to admit when it's time,analysis
"Are The Portland TrailBlazers Going Into The Draft on Tuesday With No Head Coach? Are the Blazers going into the draft on Tuesday with no head coach? When's the last time a team has done that, and did it work out for them? This is a bit wild, no?",hot_take
Portland once fired their GM 90 minutes before the draft started and then still had him do the draft for them. Having no coach is small potatoes in comparison.,analysis
"Out of the deep respect and admiration that Kevin Pritchard had for Paul Allen, he managed to pull off the heist of the century, landing the key pillars of a certain future championship roster in Ryan Gomes, Luke Babbitt, Elliot Williams and Armon Johnson. What a brilliant strategy that firing turned out to be.",hot_take
"The Blazers don't have any picks in this draft, not a 1st or 2nd.",event_report
that can change. also teams can basically buy 2nd rounders if there's a guy they like. not having a head coach for the draft may not ultimately mean anything but it is significant,analysis
"The Mavericks also don't have a coach as of yet, and they actually have a pick. We'll see what happens",event_report
"Doesn't really matter much in the NBA I feel like, I think only really long-tenured and influential coaches within the org get a significant say in draft choices. Mostly owners, GMs, and team presidents make those decisions.",analysis
Agreed. Plus you have Masai and Mike Schmitz. Both previous scouts. And with someone like Masai who has a proven track record with drafting he'll make the final decision anyway.,analysis
We don't have a pick anyway but Cronin will do what's best for the team regardless of any HC input.,analysis
"It really doesn't matter, it's not like the head coaches are making the picks",hot_take
GMs make the pick but you're ill informed if you think coaches don't have input,hot_take
"Well, we're going into the draft without a pick, so I'd say it doesn't matter all that much. The roster will change a decent amount over the next couple of months. Will matter more then based on the coach's style.",analysis
They don't really have picks so it probably doesn't matter too much. The weirder one is Dallas not having a coach yet.,analysis
"The Blazers once went into the draft without a GM, but instead let the GM they had just fired run the draft for old time's sake.",event_report
We don't even have a first round pick and coaches don't do the drafting. Also Dallas has no coach currently too.,analysis
"Even if they had picks, the coach doesn't do anything on draft night. The GM does.",hot_take
"Dallas would have been a significantly better team to use. They don't have a coach and have picks 9, 30, and 48. Portland has no picks whatsoever.",analysis
Personally I think they messed up lowballing Tiago but if the reports are right and they're trying to spend less than half the average head coach salary I don't know the quality they're gonna get.,hot_take
"More than any other major sport, the draft just barely matters in the NBA. Some of the most all time generational drafts in NBA history have like 3-4 players in them that turned out to be good. Who cares about the draft",hot_take
"That would be par for the course for this franchise. It's been a mess for the past two decades, the amazing play of Dame Lillard notwithstanding.",hot_take
"The only way I would tolerate the Aspiration scandal ending: NBA Draft night, Adam Silver steps over a sobbing Darryn Peterson and announces the Clippers would have selected with the fifth pick before an army of lawyers runs out with a 45-slide deck. This will not happen.",reaction_or_meme
"Best we can do is a fine paid to the owners and losing a second. Also, I'm allergic to garlic and sunlight. - Adam Silver probably",reaction_or_meme
"After a thorough investigation, I have decided to make the Clippers vacate all of their NBA championships. Although this was an extremely harsh penalty, this was needed to send a strong message to all teams.",reaction_or_meme
"Well, they've successfully dragged it out so nobody cares anymore, so congrats to you, Adam Silver. Your plan worked.",hot_take
Hope the league don't do anything. Just gives my team the opportunity to cheat and get players for cheap. Imagine what the Lakers could pull off.,reaction_or_meme
"You joke but that's exactly what will happen. Except the Lakers will be way smarter about it and the sponsorships will be the bare minimum but real. I imagine a cross-sport shell game. Dodgers sponsor a Laker. Lakers sponsor a Dodger. Compared to what Ballmer did, this is at least transparent.",analysis
"I'm starting to think that all this reporting over how much Kawhi was paid under the table has been ignored because everyone in the league office has also been paid under the table, and when that's revealed it'll be the final shoe to drop.",hot_take
If some corruption is allowed openly then you just have to assume a lot more has been happening for ages quietly. The cap is hugely significant in basketball and this is blatant manipulation and exploitation of it. You have to end that instantly with big penalties. Instead it's been a whole season and nothing.,analysis
Or it's a signal of unspoken approval and now every team is gonna compete under the new unspoken rules. Makes sense for small market basketball teams that are in big markets for another sport but the market for basketball is struggling.,analysis
"Most of the owners are too cheap to pay extra. The whole point of the cap is to limit how much they have to pay. The other thing to consider is that the Clippers could have paid the luxury and repeater taxes and still gave Kawhi what he wanted. By hiding it like they did, they figuratively took that money out of the other owner's pockets.",analysis
I promise you Jerry Reinsdorf is not paying anyone under the table. He's reluctant to do so over the table,reaction_or_meme
The game is rigged and the rules are rigged too. Double whammy,hot_take
It definitely feels like the Astros scandal. MLB wanted to put it to bed real quick because a lot of teams were doing some form of cheating. The Astros just took it to another level. I doubt Ballmer a new owner came up with the idea. He probably heard about other teams doing and with his unlimited bankroll just took it to a ridiculous level.,analysis
"I hope they have Bill Kennedy read the results of the independent investigation like he's doing one of his challenge decisions. After extensive review, speculative framing and repeated implication without direct proof do not constitute cap circumvention. The ruling on the floor stands. Pablo Torre will be charged with one lost timeout.",reaction_or_meme
"It just dawned on me, doesn't this open the door for the players to argue against the cap in the next CBA? If you can just blatantly circumvent it and not enforce the rules, we must not need it.",analysis
"Ballmer stole over $100 million from other owners by dodging taxes for multiple years, he should at least have to repay that, even though it's nothing to him.",hot_take
I want Kawhi banned for life and no HOF. He knew what he was doing. Uncle Dennis trying to scheme every team he's been with. The hammer should be brought down on him and Balmer both.,hot_take
"This will all be nothing more than the blueprint for large market teams to dodge luxury taxes and apron penalties, since the NBA is going to do nothing.",hot_take
"Once again, this is Indiana's pick, not the Clippers' own pick which went to OKC.",event_report
Why would this happen. It was a fair trade. The Clippers lost commodities to get it. This is not a pick the Clippers earned.,analysis
"People really believe that most of the billionaires are playing by the rules, it's hilarious. It also gives that journalist a lot more power, and once he starts digging deeper a lot more corruption will be exposed.",hot_take
"But it's the billionaires' own rules, and they're playing against each other. Dudes like cheating so much they'll cheat each other to their faces.",hot_take
"The Timberwolves Joe Smith debacle is nothing on this Clippers incident and the Wolves had five first round picks taken from them. My solution: suspend Steve Ballmer for two years, force him to sell the Clippers, fine him billions, suspend Kawhi for one year, void his final contract year, and take 5-10 years of Clippers first round picks.",hot_take
Who was your rookie? Who was your favourite rookie the year you started watching the NBA? Was it because of them you became a basketball fan? Do you still like them or have you moved onto other players/teams?,reaction_or_meme
"Bob Pettit, I knew he was special that first season with the Milwaukee Hawks",reaction_or_meme
James Naismith was a joy to watch. I'd like to see these new school kids survive in a league where dribbling is still illegal. Played against literal school children though.,reaction_or_meme
"Blake was the reason I started following basketball seriously, which kind of sucked since he got hurt in his first year and the Clippers traded what would become a first overall pick for Mo Williams.",analysis
"I really believed Terrance Mann could become a superstar. He did have some great moments with the Clippers, namely Game 6 vs Utah in 2021, and became a solid role player but his progression sort of just stopped after 2023ish.",hot_take
started watching during the bubble in 2020 so my rookie was Ant Edwards. seeing him drop 48 in his first playoff series felt like watching something special click into place,analysis
"I started watching during the 1999 playoffs. My first full season watching basketball was 2000-2001, I had a tough time remembering a rookie from that year, and went and checked, it was an awful draft.",analysis
"LeBron. I kept hearing about him as a kid and when the Cavs got the number 1 pick in 2003, I knew I had to start watching as a Northeast Ohio kid.",reaction_or_meme
Kevin Garnett. I remember it was the first time I heard about a high schooler being good enough for the NBA. He did not disappoint.,analysis
Michael Jordan. I was raised as a UNC fan and when he got drafted I started paying attention to the NBA too. Pretty clear how that one went.,reaction_or_meme
Lonzo Ball is up there for me as his room was a couple floors from mine and campus was electric my freshman year in part due to how great he was at UCLA. I'm sad it didn't work out for him as a Laker.,reaction_or_meme
"Dennis Rodman was undersized, but never thought that way. Angles, timing, hustle, energy, enthusiasm and love of basketball showed through his study of opponents and habits. At the NBA level, it's a battle of wills, not skill.",analysis
Cazzie Russell on the Knicks. Games were nowhere close to as available to watch back then. To follow your team it mostly meant listening on the radio or checking the next day's newspaper for a box score.,analysis
"I started closely following the Suns when Nash returned. During that era, Sarver and D'Antoni would sell all the picks every year. They had essentially zero rookies from 2004-07. Then they drafted DJ Strawberry, who played 33 games and was out of the league after one year.",analysis
In the 14 years since I've been in my twenties best rookie I've seen has got to be Dylan Harper. He was dunking on guys like Dwyane Wade and finishing like Kyrie and hitting bump off pull ups like Kobe.,hot_take
"First draft class I read up on and tried to play GM was 2013. As a European and a Celtics fan, I wanted the Celtics to draft either Giannis or Schroeder. Dennis reminded me of Rondo, and Giannis felt like a high potential deer-like figure.",analysis
"As a kid, it was Dirk and he's still my favorite player to this day and the reason I was always a Mavs fan and love basketball. Then more recently it was Luka and the complete opposite happened and now I hate the Mavericks organization.",hot_take
David Thompson. One of the greatest scorers I've ever seen. Drugs prevented him from being a top 25 player in NBA history.,hot_take
Brandon Jennings. I read an article about a kid who decided he didn't want the NCAA making money off him and backed himself to play professionally in Europe. I admired his self belief and that he recognized college ball could exploit his athleticism for their benefit.,analysis
Rajon Rondo. Modeled my whole game after him. He was a huge reason I started playing basketball even before we traded for Ray Allen and Garnett.,reaction_or_meme
"I really liked Grant Hill even though he was on the Pistons. It's a shame his career didn't end better. Michael Jordan is who got me watching though, and as a result I'm still a Bulls fan even though I'm not from anywhere near Chicago.",reaction_or_meme
"Shareef, Camby, Marbury. Reef and Camby because I was a hipster even as a kid, and everybody around me was all about the Bulls. Steph Marbury because he was awesome and played with Garnett. In 30 years of watching the league, I'm yet to see a duo as cool as those two guys.",analysis
Darko. I remember thinking he would be good because he was really tall. Luckily the rest of that Pistons roster was pretty good.,reaction_or_meme
Allen Iverson inspired me because I was the shortest kid in class at the time and AI being a fierce competitor amongst the trees always inspired me.,analysis
"I started watching when I was a kid in the early mid 2000s. Steve Francis, Tayshaun Prince, Al Jefferson, Josh Howard, and Dwight Howard are names I remember. I watched Al Jefferson because I'm a Celtics fan, Dwight was a beast straight out of high school, and Josh Howard is a slept on bucket.",analysis
